timestamp,phase,base_pos_x,base_pos_y,base_pos_z,base_yaw,base_quat_w,base_quat_x,base_quat_y,base_quat_z,base_lin_vel_x_body,base_lin_vel_y_body,base_ang_vel_z_body,cmd_vx,cmd_vy,cmd_wz,ee_pos_x,ee_pos_y,ee_pos_z,ee_roll,ee_pitch,ee_yaw,arm_joint1,arm_joint2,arm_joint3,arm_joint4,arm_joint5,arm_joint6,gripper,arm_action_joint1,arm_action_joint2,arm_action_joint3,arm_action_joint4,arm_action_joint5,arm_action_joint6,gripper_action,object_pos_x,object_pos_y,object_pos_z,object_quat_w,object_quat_x,object_quat_y,object_quat_z,front_image,wrist_image,success,failure_reason
8.2,yaw_align,1.1056302785873413,0.23298794031143188,0.3342989981174469,1.0602882322205407,0.8627138733863831,0.00036138168070465326,0.010058769024908543,0.5055924654006958,0.37299326062202454,0.11470779776573181,0.6383576989173889,0.35,0.18,0.6,,,,,,,-0.02419978193938732,0.0645928680896759,0.04895908385515213,0.0591912679374218,-0.07250654697418213,-0.005151198711246252,0.000632623938145116,,,,,,,,,,,,,,,,,,
8.4,yaw_align,1.1061283349990845,0.2974987328052521,0.3356657922267914,1.1722292531415763,0.8330172300338745,0.010870893485844135,0.00021214831213001162,0.5531402230262756,0.2681417763233185,0.12516967952251434,0.5639466643333435,0.35,0.18,0.6,,,,,,,-0.02925620973110199,0.04575421288609505,0.06395473331212997,0.03097657859325409,-0.096671923995018,0.011522672139108181,0.0006618040557526683,,,,,,,,,,,,,,,,,,
8.6,yaw_align,1.0983446836471558,0.35877275466918945,0.3384012281894684,1.2756461832214472,0.8033910393714905,0.001909278449602425,0.003914832137525082,0.5954360365867615,0.2363741397857666,0.11150272190570831,0.4896520972251892,0.35,0.18,0.6,,,,,,,-0.029758747667074203,0.050942860543727875,0.07767999917268753,0.043215736746788025,-0.08145271986722946,-0.012795847840607166,0.0004739873547805473,,,,,,,,,,,,,,,,,,
8.8,yaw_align,1.1115421056747437,0.393633097410202,0.34049052000045776,1.374314024362339,0.7730476260185242,0.0018469080096110702,-0.004638079088181257,0.6343284845352173,0.14653225243091583,-0.04063695669174194,0.5323706865310669,0.35,0.0,0.6,,,,,,,-0.00012764903658535331,0.08077197521924973,0.09247375279664993,0.0341678187251091,-0.038376107811927795,-0.0056486958637833595,0.00023628826602362096,,,,,,,,,,,,,,,,,,
9.0,yaw_align,1.1255298852920532,0.41477125883102417,0.339267373085022,1.4596079135842082,0.7451417446136475,0.015521124005317688,0.007452923804521561,0.6666837930679321,0.16766618192195892,-0.10650233179330826,0.3919619619846344,0.35,-0.18,0.42,,,,,,,0.012378238141536713,0.09311910718679428,0.0871046707034111,0.014905673451721668,-0.0604822002351284,-0.0021878229454159737,0.000846260357434403,,,,,,,,,,,,,,,,,,
9.200000000000001,yaw_align,1.145355224609375,0.46537983417510986,0.3400854766368866,1.5299068960538262,0.7212048768997192,0.01732412539422512,0.005605869460850954,0.692482590675354,0.216533362865448,-0.014394938945770264,0.4858313798904419,0.13520143982089136,0.0,0.55,,,,,,,-0.015146448276937008,0.07628078758716583,0.07855965942144394,0.05839698389172554,-0.06297796964645386,0.009888113476336002,0.0004243685143592302,,,,,,,,,,,,,,,,,,
9.4,yaw_align,1.1573010683059692,0.4913983941078186,0.33542871475219727,1.6170393115932047,0.6903592348098755,0.01707450859248638,0.01316056214272976,0.723145604133606,0.06449706852436066,-0.06939028203487396,0.42546331882476807,0.110748496779212,-0.18,0.55,,,,,,,0.016550974920392036,0.09560266882181168,0.10545603930950165,0.03842495009303093,-0.015464654192328453,0.018817927688360214,0.00025763321718841325,,,,,,,,,,,,,,,,,,
9.6,yaw_align,1.1662176847457886,0.49653899669647217,0.33491402864456177,1.690282951625739,0.6634960770606995,0.013122133910655975,0.011923654936254025,0.7479696869850159,0.043811455368995667,-0.0925682857632637,0.5338618159294128,0.10562162646776174,-0.18,0.4959111853100111,,,,,,,0.01588192768394947,0.09112091362476349,0.09373895823955536,0.05361776426434517,-0.043665576726198196,0.005510741379112005,0.0009893403990872685,,,,,,,,,,,,,,,,,,
9.8,yaw_align,1.1762362718582153,0.512601912021637,0.3382267355918884,1.7613960571122693,0.6365765929222107,0.006838705390691757,0.010144601576030254,0.7711165547370911,0.04697767645120621,-0.0035639889538288116,0.25894761085510254,0.09367605393182067,0.0,0.45,,,,,,,-0.011433938518166542,0.06350986659526825,0.09747755527496338,0.05532461032271385,-0.053249262273311615,0.0355256050825119,0.0002100709461956285,,,,,,,,,,,,,,,,,,
10.0,yaw_align,1.1789882183074951,0.5189862847328186,0.3345352113246918,1.8166401874319231,0.6150608658790588,0.003618514398112893,0.0030999311711639166,0.7884653806686401,0.03542272001504898,-0.06718389689922333,0.3450102210044861,0.08829560532178174,-0.18,0.45,,,,,,,0.019911648705601692,0.09580850601196289,0.09777343273162842,0.050747912377119064,-0.0028207162395119667,0.01883707568049431,0.0003628236736403778,,,,,,,,,,,,,,,,,,
